CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,Number of Dependents,Mobile App Usage,Marketing Number of Cold Call,Marketing Number of Email,Marketing Number of SMS
2330-YLJEA,1,,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.47,Yes,0.0,Yes,41.0,,
1986-MMTNP,1,0.0,Yes,,51.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,94.25,Yes,,,130.0,,
0360-SLQLI,0,0.0,,No,33.0,Yes,Yes,DSL,Yes,No,No,No,No,,Two year,No,Credit card (automatic),65.0,No,0.0,No,,,
5910-LOXTX,1,,Yes,Yes,12.0,,No,Fiber optic,Yes,No,Yes,Yes,,Yes,Month-to-month,,Bank transfer (automatic),105.54,Yes,1.0,Yes,,,
2001-ZJBOB,0,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,,Month-to-month,Yes,Mailed check,19.15,No,,,,,192.0
9504-WTPFS,1,1.0,No,,45.0,Yes,Yes,No,No internet service,,No internet service,,No internet service,,Two year,Yes,Credit card (automatic),25.41,No,,No,127.0,116.0,
7298-QKBTV,0,0.0,No,No,,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.07,No,0.0,,184.0,200.0,648.0
9483-RIXII,0,,Yes,Yes,21.0,,No,DSL,Yes,,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),63.01,No,2.0,,83.0,71.0,242.0
3244-FYKMD,0,1.0,No,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.23,No,0.0,No,,258.0,683.0
5818-FXBQN,0,,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,,Bank transfer (automatic),20.48,No,0.0,,,265.0,805.0
9564-SNPSQ,0,0.0,,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,No,,,,43.0,
0886-WWYEM,1,0.0,Yes,No,,Yes,Yes,DSL,Yes,,No,No,,Yes,Month-to-month,Yes,Credit card (automatic),81.13,No,0.0,,52.0,66.0,260.0
4450-BNIIU,0,0.0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,84.46,Yes,0.0,,79.0,80.0,102.0
8135-EASIG,0,,No,Yes,23.0,Yes,No,Fiber optic,Yes,No,No,,No,No,Month-to-month,Yes,Credit card (automatic),75.35,No,1.0,Yes,68.0,,238.0
7238-KOKUC,1,,Yes,,23.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.22,No,1.0,,,54.0,191.0
1123-BIDBX,0,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,,Mailed check,19.78,No,,,177.0,173.0,
6413-VDSYD,1,0.0,No,,25.0,,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),19.4,No,1.0,,,,277.0
5800-SWECK,1,,Yes,No,,,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.88,Yes,,Yes,16.0,19.0,51.0
8966-TAHPF,0,0.0,Yes,Yes,13.0,Yes,No,DSL,Yes,,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.84,No,,Yes,41.0,39.0,
0603-CNHZV,0,1.0,No,No,12.0,Yes,Yes,,Yes,No,No,No,No,No,Month-to-month,,Electronic check,55.3,Yes,0.0,,107.0,89.0,108.0
2735-EVANB,1,0.0,No,,56.0,Yes,No,Fiber optic,Yes,,Yes,Yes,Yes,,One year,,Credit card (automatic),107.63,No,0.0,,190.0,216.0,
3868-XQDZU,0,0.0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Credit card (automatic),95.41,No,0.0,,,172.0,776.0
4362-CMKAI,0,0.0,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.55,No,0.0,,20.0,20.0,66.0
7872-MOJNC,1,0.0,No,No,8.0,Yes,No,DSL,No,No,No,No,,No,Month-to-month,Yes,Credit card (automatic),57.91,No,0.0,,19.0,19.0,
1833-WEADH,1,,Yes,No,12.0,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.35,No,0.0,,25.0,30.0,108.0
3968-DMSTG,1,0.0,No,No,13.0,Yes,No,Fiber optic,No,No,Yes,No,,,Month-to-month,Yes,Electronic check,93.54,No,0.0,,,,
2931-KOCIH,1,0.0,No,Yes,66.0,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,Mailed check,24.81,No,,,158.0,,766.0
5511-JVTUF,1,0.0,No,Yes,13.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,,107.94,No,2.0,No,34.0,,
3870-XVUSC,0,0.0,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,,,75.24,Yes,0.0,,14.0,,114.0
6730-JTWLA,1,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),96.46,No,0.0,,150.0,204.0,
6586-GTGFF,0,0.0,Yes,,18.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.83,No,0.0,Yes,65.0,66.0,227.0
6906-ARARY,0,1.0,No,No,69.0,Yes,Yes,,Yes,No,No,No,Yes,,Two year,Yes,Bank transfer (automatic),101.56,No,0.0,,275.0,212.0,923.0
0032-GXFKB,0,0.0,Yes,Yes,1.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.38,Yes,1.0,Yes,1.0,,
5550-ZJXLM,0,1.0,Yes,,3.0,Yes,Yes,Fiber optic,No,,Yes,No,,,Month-to-month,No,Bank transfer (automatic),89.37,No,0.0,No,12.0,12.0,41.0
5590-JRPJR,1,1.0,No,,1.0,Yes,No,DSL,No,No,No,,No,No,Month-to-month,No,Electronic check,45.76,No,0.0,,,,
3309-IOVFZ,1,0.0,Yes,No,,Yes,Yes,Fiber optic,Yes,,Yes,,Yes,Yes,Two year,Yes,Credit card (automatic),115.91,No,,No,,,709.0
7798-FNPFY,0,0.0,No,No,,Yes,No,DSL,Yes,,No,No,Yes,,Month-to-month,,Bank transfer (automatic),60.57,No,,,12.0,13.0,46.0
3541-ZGXJC,0,0.0,,Yes,1.0,,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,18.8,No,1.0,,2.0,2.0,
2920-RNKIG,0,0.0,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Mailed check,21.02,No,0.0,No,15.0,,
2260-GMVSU,1,0.0,No,No,45.0,,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,24.88,No,,,141.0,,
0597-PILCB,0,0.0,No,No,,Yes,No,Fiber optic,No,No,No,No,,Yes,Month-to-month,,Electronic check,79.34,Yes,0.0,No,0.0,,6.0
6102-ZWABA,1,,,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,No,Bank transfer (automatic),78.0,No,,,213.0,220.0,835.0
9685-MISPP,0,0.0,Yes,No,27.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Electronic check,72.17,No,,,61.0,,300.0
7798-HEFDY,1,1.0,Yes,Yes,,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.99,Yes,1.0,,102.0,157.0,480.0
1164-HSXIL,1,,Yes,Yes,32.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.52,No,2.0,,,71.0,274.0
7584-CPVVW,1,0.0,No,,,Yes,No,Fiber optic,No,,No,Yes,,Yes,Month-to-month,Yes,Electronic check,95.17,No,,No,39.0,37.0,223.0
7539-IHQNR,1,1.0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.57,Yes,0.0,,88.0,84.0,305.0
5966-SWQII,0,1.0,Yes,No,,Yes,No,DSL,No,No,No,No,,No,Month-to-month,,Electronic check,46.34,Yes,,No,70.0,68.0,264.0
8964-HGMYP,0,,,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,,Electronic check,104.81,No,0.0,No,184.0,,677.0
2346-QALLT,1,0.0,Yes,No,,Yes,Yes,,No,Yes,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),97.47,Yes,,,196.0,293.0,
7473-IHGIQ,1,,Yes,,,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.61,No,0.0,,221.0,,621.0
4922-RIYAQ,0,,No,No,60.0,,Yes,Fiber optic,No,,Yes,,No,Yes,Month-to-month,Yes,Electronic check,87.88,No,0.0,,209.0,235.0,
4346-JWKWV,0,0.0,Yes,Yes,5.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.46,No,2.0,,10.0,12.0,62.0
6654-LDIHM,0,0.0,Yes,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,No,Mailed check,19.9,No,4.0,Yes,,115.0,333.0
2782-DNFWP,0,,,,29.0,Yes,Yes,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.2,Yes,0.0,Yes,,,
4944-YUPFH,0,0.0,No,No,42.0,,No phone service,DSL,No,No,Yes,No,,Yes,Month-to-month,Yes,Electronic check,49.04,Yes,0.0,,223.0,127.0,399.0
2100-VMUMR,0,0.0,,No,,Yes,No,Fiber optic,No,,No,No,No,,Month-to-month,Yes,Electronic check,79.66,Yes,0.0,,5.0,7.0,
7569-VYAFH,1,,No,,5.0,,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Mailed check,20.48,No,,Yes,17.0,20.0,49.0
3774-VYWXA,0,0.0,No,No,1.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.31,No,0.0,,2.0,2.0,
7550-FJXUB,1,1.0,Yes,No,,Yes,No,DSL,No,,Yes,No,,No,Month-to-month,No,Credit card (automatic),50.34,Yes,0.0,,7.0,,185.0
6655-QTDCG,0,0.0,Yes,No,42.0,,No,Fiber optic,Yes,,No,No,No,Yes,One year,No,Credit card (automatic),88.78,No,0.0,,162.0,159.0,564.0
4119-ITGVY,1,,No,No,57.0,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.86,No,,,134.0,141.0,
2275-OMLYU,1,0.0,Yes,,68.0,,Yes,Fiber optic,Yes,Yes,Yes,Yes,,Yes,Two year,No,,116.7,No,,Yes,,228.0,806.0
1415-ZNBRX,0,0.0,,No,,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Electronic check,82.6,Yes,0.0,Yes,136.0,,361.0
5311-VQSDS,0,0.0,Yes,,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.29,No,1.0,,178.0,182.0,614.0
1309-UFVBI,1,0.0,No,Yes,34.0,Yes,Yes,Fiber optic,No,,Yes,Yes,Yes,,Month-to-month,,Electronic check,107.44,No,1.0,Yes,117.0,131.0,
4353-JXRXL,1,1.0,Yes,No,,,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),62.93,Yes,0.0,No,306.0,,506.0
1457-BMVOS,1,0.0,Yes,,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,,Month-to-month,Yes,Bank transfer (automatic),26.23,No,0.0,No,86.0,72.0,303.0
5834-GCJPL,0,1.0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,,,88.18,No,0.0,,194.0,185.0,
3248-ZLGLV,0,0.0,,Yes,26.0,,No,DSL,Yes,,Yes,No,No,No,One year,Yes,Electronic check,63.37,No,1.0,,96.0,82.0,303.0
7618-NISWD,1,,,,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Bank transfer (automatic),20.99,No,,,18.0,15.0,72.0
2175-NHOFS,1,0.0,Yes,Yes,5.0,,No,,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.34,Yes,1.0,Yes,,19.0,46.0
2525-NKZHL,1,0.0,,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.17,No,2.0,,160.0,156.0,
3620-ZZNHA,1,0.0,No,No,,Yes,No,DSL,No,Yes,No,No,No,,Month-to-month,Yes,Credit card (automatic),55.88,No,,No,21.0,25.0,104.0
6588-NJAXJ,0,0.0,,,,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),69.64,No,0.0,Yes,,,471.0
2390-YATUH,1,,No,No,2.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Electronic check,85.38,Yes,,,,8.0,
0872-BFLMK,1,0.0,Yes,No,,,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.24,No,0.0,Yes,33.0,,94.0
1553-BEFUH,1,0.0,Yes,,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.79,Yes,0.0,,1.0,1.0,10.0
0368-UNCON,0,,No,,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,,,88.92,No,0.0,,131.0,,
6066-SKFPZ,0,1.0,,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,,116.99,No,0.0,,,,
4338-XTGYL,1,0.0,Yes,,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.66,Yes,0.0,No,,,287.0
1969-URBLQ,1,,,No,9.0,,Yes,Fiber optic,No,No,Yes,Yes,,Yes,Month-to-month,Yes,Credit card (automatic),109.59,No,0.0,,18.0,26.0,100.0
5624-UDJEG,1,0.0,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.64,No,,,13.0,11.0,
7884-IBSHU,0,0.0,Yes,Yes,,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),85.57,No,1.0,,270.0,235.0,758.0
9955-HITXW,0,0.0,Yes,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,,Month-to-month,Yes,Bank transfer (automatic),102.54,Yes,0.0,,,20.0,
7971-NUKSO,0,0.0,,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,70.67,Yes,0.0,,5.0,4.0,19.0
7766-NOJXZ,1,0.0,No,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.96,No,3.0,,53.0,,
8706-UIUQZ,1,,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,,Bank transfer (automatic),98.49,No,,,188.0,213.0,
3677-LHBQP,1,0.0,No,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.37,No,,,5.0,5.0,
8543-KKYSW,0,1.0,Yes,No,,Yes,No,Fiber optic,No,No,Yes,Yes,,Yes,Month-to-month,Yes,Bank transfer (automatic),94.96,No,0.0,No,75.0,75.0,282.0
1326-IDKYB,0,0.0,No,,,,Yes,DSL,No,No,No,,Yes,No,One year,Yes,Bank transfer (automatic),66.14,No,,,142.0,127.0,
1727-PLZQS,0,0.0,Yes,No,36.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.58,No,,,132.0,135.0,
5552-AJHKK,1,,,No,20.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.93,Yes,0.0,Yes,8.0,0.0,187.0
9827-SXBKR,1,0.0,No,Yes,59.0,Yes,No,DSL,Yes,No,No,,Yes,Yes,Two year,No,Credit card (automatic),73.15,No,1.0,No,,,644.0
1717-DOOSA,1,0.0,No,No,,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,,49.16,No,0.0,,,,194.0
3311-IEZOE,1,0.0,,No,3.0,,No,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Credit card (automatic),69.96,Yes,0.0,,18.0,,42.0
4294-ELMCB,1,0.0,No,Yes,,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,,83.78,Yes,1.0,,73.0,75.0,106.0
1187-QUPPI,0,0.0,No,Yes,,,No phone service,DSL,Yes,,Yes,Yes,No,Yes,Month-to-month,,Bank transfer (automatic),52.78,No,3.0,Yes,,,427.0
9887-MISZO,0,,,No,3.0,Yes,Yes,Fiber optic,No,,No,No,No,No,Month-to-month,,Mailed check,80.16,Yes,0.0,,7.0,7.0,24.0
8795-XVAYD,1,1.0,No,No,,No,No phone service,DSL,Yes,No,Yes,Yes,,No,Month-to-month,Yes,Mailed check,39.46,No,0.0,Yes,,12.0,
2347-VAWRB,1,,No,No,,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,,50.51,No,0.0,Yes,38.0,41.0,109.0
0046-PARNS,1,1.0,No,,7.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.94,Yes,0.0,No,,46.0,71.0
5187-WKCBF,1,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.39,No,1.0,Yes,49.0,,198.0
3710-AGPOG,0,0.0,,,,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,,20.05,No,0.0,,63.0,,162.0
8696-OCQSF,1,0.0,,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,,20.4,Yes,0.0,Yes,71.0,77.0,145.0
1519-WXNUZ,1,0.0,No,,,Yes,No,DSL,No,,No,No,No,No,Month-to-month,,Credit card (automatic),46.71,No,0.0,Yes,2.0,21.0,10.0
6210-HNKMH,0,0.0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,93.83,Yes,0.0,Yes,,,31.0
8809-VGNHO,0,0.0,,,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.37,Yes,0.0,,,10.0,22.0
5297-IDGRV,0,0.0,No,Yes,13.0,,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.9,Yes,2.0,Yes,5.0,0.0,110.0
4470-KPTFR,0,1.0,Yes,No,31.0,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.34,Yes,0.0,Yes,34.0,40.0,296.0
0221-SZDAT,0,1.0,Yes,No,40.0,Yes,Yes,Fiber optic,Yes,,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.68,No,0.0,,,80.0,
0179-IBJJQ,0,,,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.25,No,0.0,,65.0,55.0,168.0
6110-DQZXP,1,1.0,Yes,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.16,No,0.0,,9.0,12.0,27.0
8085-WIZEW,1,0.0,,No,,Yes,No,Fiber optic,No,,No,No,No,,Month-to-month,,Mailed check,71.91,No,0.0,,2.0,,9.0
5557-EFZTP,1,0.0,Yes,Yes,69.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.34,No,3.0,No,201.0,176.0,657.0
1722-YOINL,0,0.0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Mailed check,20.09,No,,,0.0,,
4832-UOOBQ,0,0.0,,No,50.0,No,No phone service,DSL,No,,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,42.96,No,0.0,,,192.0,
8278-PCSUX,1,1.0,Yes,No,,,Yes,Fiber optic,No,No,No,No,,Yes,Month-to-month,,Bank transfer (automatic),84.5,No,,,,30.0,
5526-JNVMJ,0,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.52,Yes,,,1.0,,7.0
3378-MOHTA,0,,Yes,Yes,,Yes,Yes,Fiber optic,No,No,Yes,Yes,,,Month-to-month,,Electronic check,89.69,Yes,3.0,,95.0,,
9818-LPMYM,1,0.0,Yes,Yes,55.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),81.49,No,,Yes,,134.0,478.0
5264-VDMGW,0,,No,No,6.0,Yes,No,Fiber optic,No,No,No,No,,No,Month-to-month,,,70.16,Yes,0.0,,51.0,51.0,
7265-CTMZV,0,0.0,No,No,6.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.36,Yes,0.0,,14.0,14.0,43.0
3921-IICKO,0,0.0,,,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,No,Credit card (automatic),19.65,No,,,92.0,,379.0
4609-DBDHU,1,0.0,No,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,26.13,No,4.0,,33.0,33.0,
6629-IHKIP,1,,Yes,Yes,9.0,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,25.26,No,4.0,,18.0,,111.0
7771-ZCRWA,1,0.0,,Yes,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,,19.93,No,,,29.0,32.0,
4275-UNAIH,0,0.0,No,,10.0,,No,Fiber optic,No,No,Yes,Yes,Yes,,Month-to-month,,Credit card (automatic),99.02,Yes,0.0,Yes,74.0,71.0,
3932-AXMMF,1,1.0,Yes,No,57.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.54,Yes,0.0,No,,286.0,725.0
6079-JQPAY,0,0.0,No,No,23.0,Yes,No,DSL,No,No,Yes,Yes,,Yes,One year,Yes,Credit card (automatic),60.89,No,0.0,,,75.0,289.0
2251-XNJHG,1,,No,No,40.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,,Two year,,Mailed check,19.51,No,0.0,,153.0,149.0,490.0
6994-HDWBZ,0,,,,28.0,,No phone service,DSL,No,Yes,No,Yes,,No,Month-to-month,Yes,Bank transfer (automatic),51.83,No,1.0,,,,
0383-ZYTQW,1,1.0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.56,Yes,0.0,,466.0,,677.0
2289-TQSPR,0,0.0,No,,28.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,,Month-to-month,No,Electronic check,96.52,No,,,66.0,,224.0
1627-NWTNM,1,0.0,Yes,Yes,47.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),47.1,No,1.0,No,160.0,,475.0
8029-NVVQO,1,1.0,Yes,No,16.0,,No phone service,DSL,No,No,No,Yes,,No,Month-to-month,Yes,,28.49,No,0.0,,,,162.0
4122-XMJAN,1,0.0,Yes,No,67.0,Yes,Yes,Fiber optic,No,,No,Yes,Yes,Yes,Month-to-month,,Electronic check,100.99,No,0.0,Yes,172.0,185.0,710.0
6607-OTACI,1,,No,No,,Yes,Yes,Fiber optic,No,,Yes,No,Yes,No,Month-to-month,Yes,,94.89,Yes,,,122.0,,
8621-RNEWO,0,0.0,,,71.0,Yes,Yes,DSL,Yes,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.12,No,,,235.0,238.0,655.0
8588-FMOLN,1,0.0,Yes,Yes,13.0,,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.41,Yes,4.0,No,27.0,,
3806-LJGAV,0,0.0,,Yes,,Yes,No,Fiber optic,No,,Yes,No,Yes,,Month-to-month,,,95.9,No,1.0,,,55.0,268.0
3836-ARVDF,0,0.0,,,15.0,No,No phone service,DSL,No,No,No,Yes,,No,One year,No,Mailed check,29.81,No,,,38.0,43.0,124.0
1902-IQQSU,1,,,Yes,,,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,108.24,No,6.0,,60.0,78.0,293.0
7214-RUJZL,1,0.0,Yes,Yes,,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.31,No,1.0,Yes,54.0,51.0,153.0
5860-TSEFK,1,1.0,Yes,No,23.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.25,Yes,0.0,,,76.0,
0771-GMSLK,0,0.0,No,,,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,,Credit card (automatic),70.96,Yes,0.0,,102.0,74.0,154.0
1296-PATQQ,0,0.0,No,,9.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),79.16,No,,No,,26.0,82.0
3148-HWOEO,1,0.0,No,,,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.9,No,0.0,,30.0,,
4711-JQDIL,0,,No,No,,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,95.75,No,0.0,No,185.0,214.0,676.0
5761-ZUNOK,1,0.0,No,,,Yes,Yes,Fiber optic,No,Yes,No,No,,No,Month-to-month,Yes,Electronic check,75.94,Yes,,,,60.0,68.0
6124-UVCIW,0,0.0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.27,Yes,0.0,No,,347.0,577.0
6342-LNGYR,0,,No,,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),104.28,No,0.0,,221.0,259.0,
4964-YKISP,1,0.0,Yes,Yes,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.52,No,1.0,,,152.0,561.0
7211-AHAYX,0,0.0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.63,Yes,,No,126.0,90.0,
5109-XURDC,0,0.0,No,Yes,32.0,Yes,Yes,DSL,Yes,,Yes,No,,No,Month-to-month,Yes,Credit card (automatic),57.14,No,1.0,Yes,,76.0,264.0
8230-OMJJM,1,0.0,Yes,Yes,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Credit card (automatic),20.15,No,,,74.0,,306.0
2932-ABBQH,0,0.0,No,,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,89.56,No,,,151.0,155.0,459.0
