id,emirates,established_year,furnish_status,monthly_rent_aed,num_of_bathroom,num_of_parking_space,num_of_rooms,property_facilities,property_location,property_name,property_size,property_type
6104,Abu Dhabi,2017.0,Fully Furnished,1248.0,2.0,2.0,2.0,"Multipurpose hall, Parking, Gymnasium, Playground, Swimming Pool, Barbeque area, Security, Lift",Abu Dhabi - Al Yufrah,SK One Residence,966.0,Service Residence
11985,Dubai,,Partially Furnished,1325.22,2.0,1.0,3,"Parking, Lift, Security, Swimming Pool, Playground",Dubai - Al Murar,Casa Green (Bukit Jalil),1000.0,Condominium
4962,Dubai,,Partially Furnished,1092.0,2.0,,4,"Playground, Gymnasium, Security, Swimming Pool, Parking, Minimart",Dubai - Jumeirah,Platinum Hill PV 3,1272.0,Condominium
16283,Abu Dhabi,,Fully Furnished,1091.22,1.0,1.0,2.0,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Gymnasium, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Hebiah,Hyve,580.0,Condominium
11227,Dubai,2007.0,Partially Furnished,1053.0,2.0,,3,"Playground, Gymnasium, Sauna, Minimart, Jogging Track, Parking, Security, Swimming Pool, Barbeque area, Air-Cond, Cooking Allowed",Dubai - Al Wasl,Bougainvilla,1049.0,Condominium
14364,Dubai,2011.0,Fully Furnished,5850.0,4.0,3.0,3,"Gymnasium, Tennis Court, Squash Court, Swimming Pool, Playground, Near MRT, Washing Machine, Internet, Cooking Allowed, Air-Cond",Dubai - Mirdif,Kiara 9,2960.0,Others
7481,Abu Dhabi,,Partially Furnished,702.0,2.0,1.0,3.0,"Security, Swimming Pool, Barbeque area, Gymnasium, Multipurpose hall, Parking, Minimart, Lift, Playground, Sauna, Cooking Allowed, Near MRT",Abu Dhabi - Al Yufrah,Pangsapuri Belimbing Heights,960.0,Condominium
612,Abu Dhabi,2018.0,Partially Furnished,1248.0,2.0,2.0,3.0,"Gymnasium, Security, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Parking, Lift, Sauna, Barbeque area, Minimart, Air-Cond, Cooking Allowed",Abu Dhabi - Al Meryal,Oasis 1 @ Mutiara Heights,1830.0,Condominium
11000,Dubai,2016.0,Fully Furnished,3900.0,4.0,,4,"Sauna, Parking, Security, Minimart, Playground, Gymnasium, Swimming Pool, Squash Court, Barbeque area, Jogging Track, Lift",Dubai - Al Khawaneej,M City,1804.0,Service Residence
12732,Dubai,,Fully Furnished,1872.0,2.0,1.0,2,"Parking, Gymnasium, Security, Tennis Court, Minimart, Swimming Pool, Lift, Playground, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Muraqqabat,Mutiara Villa,1033.0,Condominium
16223,Abu Dhabi,1999.0,Fully Furnished,858.0,1.0,1.0,1.0,"Security, Playground, Squash Court, Minimart, Gymnasium, Parking, Lift, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Wadi Alshabak,Ridzuan Condominium,505.0,Condominium
4953,Abu Dhabi,,Fully Furnished,1170.0,2.0,2.0,3.0,"Lift, Security, Gymnasium, Squash Court, Parking, Swimming Pool, Minimart, Playground, Sauna, Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Al Rowaiyah,BSP Skypark Serviced Residence,1004.0,Service Residence
17735,Dubai,,Partially Furnished,936.0,2.0,1.0,3,"Parking, Security, Lift, Air-Cond, Washing Machine",Dubai - Nakhlat Deira,Sri Harmonis Apartment Gombak,800.0,Apartment
6398,Dubai,2021.0,Partially Furnished,1248.0,2.0,2.0,4,"Jogging Track, Gymnasium, Multipurpose hall, Parking, Security, Barbeque area, Sauna, Playground, Swimming Pool",Dubai - Jumeirah,Residensi Rampai II,1000.0,Apartment
5820,Dubai,2008.0,Fully Furnished,1560.0,2.0,,4,"Parking, Multipurpose hall, Club house, Swimming Pool, Gymnasium, Squash Court, Jogging Track, Barbeque area, Security, Minimart, Playground, Tennis Court",Dubai - Jumeirah,PV 10 Platinum Lake Condominium,1272.0,Condominium
11342,Abu Dhabi,2015.0,Fully Furnished,1053.0,2.0,2.0,3.0,"Security, Playground, Swimming Pool, Barbeque area, Gymnasium, Jogging Track, Multipurpose hall, Parking, Lift",Abu Dhabi - Al Meryal,Ivory Residence,1288.0,Condominium
7469,Dubai,,Partially Furnished,702.0,1.0,1.0,2,"Parking, Security, Lift, Playground, Minimart, Jogging Track, Club house, Tennis Court, Squash Court, Air-Cond, Near MRT",Dubai - Al Rigga,Taman Connaught,650.0,Apartment
978,Dubai,2015.0,Partially Furnished,1481.22,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track",Dubai - Business Bay,Bayu Sentul Condominium,1300.0,Condominium
15133,Dubai,2013.0,Partially Furnished,1794.0,1.0,1.0,1,"Barbeque area, Sauna, Gymnasium, Security, Parking, Jogging Track, Club house, Playground, Swimming Pool, Lift, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Abu Hail,6 Ceylon,696.0,Condominium
6424,Dubai,2017.0,Partially Furnished,975.0,2.0,1.0,3,,Dubai - Business Bay,Maxim Citilights,1100.0,Condominium
7848,Abu Dhabi,2016.0,Partially Furnished,779.22,2.0,,3.0,"Jogging Track, Security, Playground, Swimming Pool, Lift, Parking, Gymnasium, Sauna, Minimart, Barbeque area, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Al Barsha South,Casa Green @ Cheras,819.0,Condominium
7532,Abu Dhabi,2013.0,Partially Furnished,936.0,2.0,,3.0,"Jogging Track, Playground, Gymnasium, Security, Lift, Multipurpose hall, Swimming Pool",Abu Dhabi - Al Meryal,Pearl Avenue,1101.0,Condominium
5892,Dubai,,Partially Furnished,1053.0,1.0,1.0,1,"Swimming Pool, Sauna, Parking, Playground, Gymnasium, Jogging Track, Air-Cond",Dubai - Jumeirah,Zen Suites @ Zetapark,618.0,Service Residence
3835,Abu Dhabi,,Not Furnished,780.0,2.0,,3.0,Cooking Allowed,Abu Dhabi - Grayteesah,Rimau Perdana,850.0,Apartment
6740,Abu Dhabi,,Partially Furnished,1170.0,2.0,1.0,3.0,"Barbeque area, Club house, Parking, Minimart, Playground, Multipurpose hall, Sauna, Swimming Pool, Tennis Court, Security, Gymnasium, Jogging Track, Air-Cond, Near MRT, Cooking Allowed",Abu Dhabi - Al Mankhool,Axis Crown,1040.0,Service Residence
3834,Abu Dhabi,2018.0,Not Furnished,1092.0,4.0,1.0,4.0,"Parking, Security, Swimming Pool, Playground, Minimart, Gymnasium, Club house, Sauna, Jogging Track, Barbeque area, Tennis Court, Squash Court, Multipurpose hall, Air-Cond",Abu Dhabi - Al Meryal,Unipark Condominium,1297.0,Condominium
8087,Dubai,2022.0,Fully Furnished,1716.0,1.0,,1,"Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Parking, Lift, Jogging Track, Minimart, Air-Cond, Cooking Allowed, Washing Machine, Internet",Dubai - Mirdif,The Ooak (Kiara 163),1016.0,Service Residence
13174,Abu Dhabi,,Not Furnished,1092.0,2.0,2.0,3.0,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security, 10, 11, Lift, Parking, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Grayteesah,,1124.0,Condominium
11064,Abu Dhabi,2015.0,Partially Furnished,857.22,2.0,,3.0,"Playground, Jogging Track, Multipurpose hall, Security, Swimming Pool, Gymnasium, Barbeque area, Air-Cond, Cooking Allowed",Abu Dhabi - Al Meryal,Ivory Residence,1350.0,Condominium
14,Dubai,2021.0,Partially Furnished,1248.0,2.0,1.0,2,"Playground, Parking, Security, Gymnasium, Jogging Track, Swimming Pool, Lift, Barbeque area",Dubai - Al Rigga,Majestic Maxim,670.0,Service Residence
8490,Abu Dhabi,1999.0,Fully Furnished,1170.0,2.0,1.0,3.0,"Minimart, Squash Court, Security, Playground, Parking, Lift, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Wadi Alshabak,Ridzuan Condominium,1192.0,Condominium
2203,Abu Dhabi,2002.0,Partially Furnished,1170.0,4.0,3.0,5.0,"Parking, Security, Gymnasium, Club house, Minimart, Swimming Pool, Tennis Court, Playground, Barbeque area, Lift, Multipurpose hall, Air-Cond, Cooking Allowed",Abu Dhabi - Al Hebiah,Cyberia SmartHomes,1900.0,Condominium
4307,Dubai,,Fully Furnished,780.0,2.0,,3,"Multipurpose hall, Minimart, Security, Parking",Dubai - Al Murar,,800.0,Apartment
5053,Abu Dhabi,2015.0,Fully Furnished,1950.0,2.0,1.0,4.0,"Jogging Track, Sauna, Gymnasium, Swimming Pool, Security, Playground, Parking, Multipurpose hall, Lift, Barbeque area, Minimart, Squash Court, Tennis Court, Club house, Air-Cond, Internet, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Yufrah,Flexis @ One South,1168.0,Condominium
871,Dubai,,Partially Furnished,842.4,2.0,1.0,3,"Parking, Playground, Jogging Track",Dubai - Al Rigga,Mandarina Court,780.0,Condominium
10207,Abu Dhabi,,Not Furnished,624.0,2.0,,3.0,"Parking, Security, Barbeque area, Club house, Playground, Jogging Track",Abu Dhabi - Al Yufrah,Desaminium Flora,830.0,Apartment
14245,Dubai,,Partially Furnished,858.0,2.0,1.0,3,"Security, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Playground",Dubai - Trade Centre 1,,888.0,Condominium
12091,Abu Dhabi,2020.0,Fully Furnished,1248.0,2.0,2.0,3.0,"Swimming Pool, Lift, Parking, Security, Playground, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al O'shoosh,The Olive,818.0,Condominium
9871,Dubai,2017.0,Partially Furnished,1404.0,2.0,2.0,3,"Sauna, Playground, Gymnasium, Jogging Track, Parking, Security, Swimming Pool, Air-Cond, Cooking Allowed",Dubai - Al Wasl,Villa Crystal,1391.0,Condominium
3630,Abu Dhabi,2017.0,Fully Furnished,1248.0,2.0,,2.0,"Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Meryal,Amerin Residence,856.0,Service Residence
822,Abu Dhabi,,Not Furnished,741.0,2.0,1.0,3.0,"Minimart, Playground, Parking, Air-Cond, Cooking Allowed",Abu Dhabi - Al Yufrah,Red Ruby Apartment,850.0,Apartment
11207,Abu Dhabi,2020.0,Partially Furnished,1404.0,3.0,2.0,4.0,"Tennis Court, Squash Court",Abu Dhabi - Grayteesah,Geo@Bukit Rimau,1035.0,Service Residence
3029,Abu Dhabi,,Partially Furnished,702.0,2.0,1.0,3.0,"Parking, Security, Swimming Pool, Playground, Cooking Allowed, Near MRT",Abu Dhabi - Bu Kadra,saujana apartment,850.0,Apartment
13124,Dubai,,Fully Furnished,3120.0,3.0,2.0,4,"Club house, Minimart, Swimming Pool, Barbeque area, Parking, Security, Playground, Gymnasium, Lift, Sauna, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Nahda,,1200.0,Condominium
4524,Abu Dhabi,,Not Furnished,507.0,2.0,1.0,3.0,"Parking, Jogging Track, Security, Playground",Abu Dhabi - Al Rowaiyah,Rumah Pangsa Impian (Saujana Putra),650.0,Others
3187,Abu Dhabi,1998.0,Partially Furnished,1326.0,2.0,1.0,2.0,"Gymnasium, Parking, Lift, Barbeque area, Security, Minimart, Swimming Pool, Playground, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Grayteesah,Sri Acappella Serviced Apartments,945.0,Service Residence
6672,Abu Dhabi,,Fully Furnished,936.0,2.0,,2.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Yufrah,3 Elements,800.0,Condominium
9072,Abu Dhabi,2018.0,Fully Furnished,1326.0,2.0,,3.0,"Security, Lift, Cooking Allowed, Washing Machine",Abu Dhabi - Al Meryal,Unipark Condominium,1100.0,Condominium
15599,Dubai,2016.0,Fully Furnished,1326.0,1.0,1.0,1,"Lift, Jogging Track, Minimart, Playground, Swimming Pool, Squash Court, Barbeque area, Security, Parking, Gymnasium, Sauna, Air-Cond, Cooking Allowed, Washing Machine, Near MRT",Dubai - Al Khawaneej,M City,506.0,Service Residence
14420,Dubai,,Fully Furnished,1170.0,2.0,,3,,Dubai - Corniche Deira,Delima J Apartment,1000.0,Apartment
986,Abu Dhabi,2015.0,Partially Furnished,624.0,2.0,,3.0,"Playground, Parking, Cooking Allowed",Abu Dhabi - Lehbab,Pangsapuri Palma (Bandar Botanic),650.0,Apartment
13925,Dubai,,Partially Furnished,1092.0,2.0,1.0,4,"Tennis Court, Parking, Security, Playground, Swimming Pool, Minimart, Lift, Multipurpose hall, Barbeque area, Jogging Track, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Corniche,Menara Menjalara,1076.0,Condominium
1300,Abu Dhabi,,Partially Furnished,624.0,2.0,2.0,2.0,"Swimming Pool, Playground, Club house, Parking, Security, Gymnasium, Tennis Court",Abu Dhabi - Al Meryal,Taman Anggerik Villa,1063.0,Apartment
8607,Dubai,2019.0,Fully Furnished,3120.0,3.0,3.0,4,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Air-Cond, Cooking Allowed, Washing Machine, Internet",Dubai - Jumeirah,Bennington Residences @ SkyArena,1500.0,Condominium
9480,Abu Dhabi,,Partially Furnished,1092.0,2.0,2.0,2.0,"Swimming Pool, Security, Parking, Gymnasium, Jogging Track",Abu Dhabi - Al Meryal,Saville @ Kajang,709.0,Condominium
14311,Dubai,,Partially Furnished,1287.0,2.0,2.0,3,"Lift, Swimming Pool, Parking, Security, Gymnasium, Barbeque area, Multipurpose hall, Playground, Cooking Allowed, Air-Cond",Dubai - Al Rigga,The Holmes,1018.0,Condominium
3013,Abu Dhabi,2018.0,Partially Furnished,1404.0,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Minimart, Jogging Track, Air-Cond, Cooking Allowed, Internet",Abu Dhabi - Margab,The Hub SS2,510.0,Condominium
284,Dubai,,Partially Furnished,1326.0,2.0,2.0,3,"Swimming Pool, Gymnasium, Parking, 10, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Rigga Al Buteen,,1100.0,Condominium
14819,Abu Dhabi,,Partially Furnished,1170.0,1.0,2.0,2.0,,Abu Dhabi - Dubai Investment Park,Southville City @ KL South Bangi,655.0,Condominium
13274,Dubai,2022.0,Partially Furnished,1160.64,2.0,2.0,3,"Gymnasium, Lift, Squash Court, Playground, Swimming Pool, Minimart, Parking, Security, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Umm Al Sheif,The Hipster @ Taman Desa,958.0,Condominium
11970,Dubai,,Partially Furnished,1053.0,1.0,1.0,2,"Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Sauna",Dubai - Trade Centre 1,,654.0,Apartment
15748,Dubai,2021.0,Partially Furnished,1170.0,2.0,2.0,3,"Jogging Track, Sauna, Multipurpose hall, Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Playground",Dubai - Al Rigga,The Holmes 2,943.0,Condominium
1757,Abu Dhabi,,Partially Furnished,585.0,2.0,,3.0,"Cooking Allowed, Near MRT",Abu Dhabi - Al Barsha South,Sri Bayu (Cheras),650.0,Apartment
15006,Dubai,,Partially Furnished,1560.0,3.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Air-Cond, Cooking Allowed",Dubai - Al Ttay,Villa Pawana,1280.0,Apartment
2713,Dubai,2021.0,Fully Furnished,1872.0,2.0,1.0,2,"Security, Multipurpose hall, Playground, Gymnasium, Barbeque area, Parking, Jogging Track, Lift",Dubai - Al Rigga,Parc 3,750.0,Service Residence
17069,Dubai,,Partially Furnished,780.0,2.0,1.0,3,"Parking, Minimart, Multipurpose hall, Security, Lift, Cooking Allowed, Near MRT",Dubai - Al Murar,Residensi Jalilmas,800.0,Apartment
2646,Abu Dhabi,,Fully Furnished,780.0,2.0,2.0,3.0,"Swimming Pool, Gymnasium, Minimart, Playground, Jogging Track, Security, 11, Parking, Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Dubai Investment Park,,950.0,Condominium
12160,Abu Dhabi,2009.0,Fully Furnished,1404.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Jogging Track, Multipurpose hall, Air-Cond, Cooking Allowed",Abu Dhabi - Al Hebiah,Vega Residensi,1000.0,Service Residence
14953,Dubai,2008.0,Fully Furnished,1560.0,2.0,1.0,3,"Parking, Security, Gymnasium, Playground, Swimming Pool",Dubai - Jumeirah Bay,Seri Maya,1200.0,Condominium
4151,Dubai,,Fully Furnished,1131.0,2.0,1.0,3,"Parking, Security, Minimart, Barbeque area, Playground",Dubai - Jumeirah,TAR Villa,1000.0,Condominium
10086,Dubai,2021.0,Fully Furnished,2496.0,2.0,1.0,2,"Swimming Pool, Security, Gymnasium, Playground, Lift, Parking, Minimart, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Murar,"The Park 2, Pavilion Bukit Jalil",750.0,Service Residence
1983,Abu Dhabi,,Not Furnished,429.0,1.0,,2.0,"Parking, Playground, Cooking Allowed, Air-Cond",Abu Dhabi - Al Yufrah,Tembikai Court,613.0,Others
16263,Abu Dhabi,2007.0,Partially Furnished,780.0,2.0,1.0,3.0,"Parking, Jogging Track, Barbeque area, Security, Minimart, Playground, Lift, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Meryal,Sri Lavender Apartment,1000.0,Apartment
101,Abu Dhabi,2009.0,Partially Furnished,545.22,2.0,,1.0,"Gymnasium, Playground, Security, Minimart, Parking, Lift, Swimming Pool, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Al Hebiah,The Domain @ NeoCyber,600.0,Service Residence
10026,Dubai,2020.0,Partially Furnished,1404.0,2.0,1.0,3,"Security, Swimming Pool, Squash Court, Playground, Gymnasium, Minimart, Parking, Lift, Sauna, Barbeque area, Club house, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine, Near MRT",Dubai - Business Bay,Sentul Point Suite Apartment,876.0,Service Residence
1266,Abu Dhabi,,Partially Furnished,585.0,2.0,1.0,3.0,"Parking, Air-Cond, Cooking Allowed",Abu Dhabi - Al Yufrah,Taman Sri Serdang,800.0,Apartment
9335,Dubai,2019.0,Fully Furnished,1794.0,2.0,,2,"Sauna, Jogging Track, Security, Swimming Pool, Air-Cond, Washing Machine, Cooking Allowed, Internet",Dubai - Al Baraha,Reizz Residence,860.0,Service Residence
17545,Dubai,2019.0,Fully Furnished,1560.0,2.0,2.0,3,"Parking, Lift, Security, Swimming Pool, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Nakhlat Deira,KL Traders Square Residences,1059.0,Condominium
14644,Dubai,2004.0,Fully Furnished,1170.0,2.0,,3,"Security, Parking, Playground, Swimming Pool, Barbeque area, Minimart, Gymnasium, Tennis Court, Sauna, Lift, Multipurpose hall, Squash Court, Jogging Track, Club house, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Rigga Al Buteen,Sri Putramas,1100.0,Condominium
7299,Dubai,2020.0,Fully Furnished,1872.0,2.0,1.0,3,"Squash Court, Parking, Security, Minimart, Gymnasium, Swimming Pool, Playground, Air-Cond, Washing Machine",Dubai - Business Bay,Sentul Point Suite Apartment,1000.0,Service Residence
17670,Abu Dhabi,2016.0,Fully Furnished,936.0,2.0,,3.0,,Abu Dhabi - Al Meryal,Goodview Heights,903.0,Apartment
16795,Dubai,,Not Furnished,546.0,2.0,,3,"Sauna, Parking, Jogging Track, Swimming Pool, Near MRT, Cooking Allowed",Dubai - Al Rigga,Pangsapuri Segar Ria,650.0,Apartment
17063,Dubai,2017.0,Fully Furnished,2028.0,2.0,1.0,2,"Barbeque area, Multipurpose hall, Security, Gymnasium, Parking, Playground, Swimming Pool",Dubai - Al Khabisi,South View,823.0,Service Residence
17061,Dubai,,Partially Furnished,780.0,2.0,1.0,3,"Security, Parking, Minimart, Swimming Pool, Air-Cond",Dubai - Al Qusais,Aman Dua,850.0,Apartment
15978,Abu Dhabi,,Partially Furnished,546.0,2.0,1.0,3.0,"Playground, Minimart, Parking, Security, Cooking Allowed, Near MRT",Abu Dhabi - Mereiyeel,Pangsapuri Orchid,750.0,Apartment
12327,Abu Dhabi,2022.0,Fully Furnished,1950.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Sauna, Gymnasium, Multipurpose hall, Club house, Jogging Track, Tennis Court, Air-Cond, Cooking Allowed, Washing Machine, Internet",Abu Dhabi - Al Barsha South,Traders Garden @ Cheras Selatan,773.0,Service Residence
3001,Abu Dhabi,2013.0,Not Furnished,936.0,2.0,1.0,3.0,"Security, Multipurpose hall, Parking, Minimart, Swimming Pool, Gymnasium, Lift, Playground",Abu Dhabi - Al Mankhool,Residensi Bistaria,850.0,Apartment
13599,Dubai,,Not Furnished,936.0,2.0,1.0,3,"Parking, Security, Lift, Cooking Allowed, Washing Machine",Dubai - Al Khabisi,Flat Taman Bukit Angkasa,750.0,Apartment
16265,Abu Dhabi,,Fully Furnished,936.0,2.0,1.0,3.0,"Barbeque area, Parking, Security, Playground, Minimart, Lift, Jogging Track, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Mereiyeel,Sri Teratai Apartment,900.0,Apartment
11828,Abu Dhabi,2020.0,Partially Furnished,1326.0,2.0,,3.0,"Jogging Track, Sauna, Playground, Parking, Gymnasium, Lift, Barbeque area, Multipurpose hall, Club house, Security, Swimming Pool",Abu Dhabi - Grayteesah,Amverton Greens,953.0,Condominium
5297,Abu Dhabi,2010.0,Partially Furnished,1248.0,2.0,2.0,3.0,"Parking, Security, Playground, Minimart, Swimming Pool, Gymnasium, Lift",Abu Dhabi - Nazwah,Kasturi Idaman,945.0,Apartment
10708,Abu Dhabi,2015.0,Fully Furnished,1287.0,2.0,2.0,3.0,"Parking, Gymnasium, Sauna, Security, Lift, Swimming Pool, Barbeque area, Minimart, Playground, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Grayteesah,Alam Sanjung @ Subang West,912.0,Service Residence
2524,Dubai,2014.0,Partially Furnished,1481.22,4.0,2.0,4,"Parking, Lift, Tennis Court, Swimming Pool, Minimart, Air-Cond, Internet, Cooking Allowed, Washing Machine",Dubai - Jumeirah,288 Residency,1440.0,Condominium
9530,Dubai,,Fully Furnished,1014.0,1.0,1.0,2,"Parking, Security, Gymnasium, Swimming Pool, Minimart, Playground, Cooking Allowed, Near MRT, Washing Machine, Air-Cond",Dubai - Zabeel,Menara Alpha,800.0,Condominium
14826,Dubai,2007.0,Fully Furnished,1560.0,2.0,,3,"Swimming Pool, Squash Court, Parking, Security, Playground, Jogging Track, Gymnasium, Tennis Court, Lift, Minimart, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Qusais,Kepong Sentral Condominium,1050.0,Condominium
9199,Dubai,,Not Furnished,936.0,1.0,,2,,Dubai - Jumeirah,Flat Taman Melati,700.0,Others
10959,Abu Dhabi,,Fully Furnished,1404.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Ghadeer Barashy,Seri Baiduri (Setia Alam),920.0,Apartment
11743,Dubai,2023.0,Fully Furnished,1950.0,2.0,2.0,4,"Multipurpose hall, Playground, Tennis Court, Barbeque area, Jogging Track, Lift, Parking, Security, Swimming Pool",Dubai - Al Rigga,M Vertica,1000.0,Condominium
12730,Dubai,,Fully Furnished,1404.0,1.0,1.0,1,,Dubai - Mirdif,Arte Mont Kiara,494.0,Service Residence
387,Abu Dhabi,2010.0,Not Furnished,936.0,2.0,1.0,3.0,"Swimming Pool, Security, Playground, Minimart, Barbeque area, Club house, Parking, Lift, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Jabal Ali,Banjaria Court,991.0,Condominium
5701,Abu Dhabi,,Not Furnished,429.0,2.0,,3.0,"Security, Parking",Abu Dhabi - Mereiyeel,Rista Villa Apartment,650.0,Apartment
3176,Abu Dhabi,,Not Furnished,468.0,2.0,1.0,3.0,"Playground, Parking, Jogging Track, Cooking Allowed",Abu Dhabi - Al Fagaa,Azalea Court,700.0,Others
727,Dubai,2019.0,Not Furnished,1092.0,2.0,1.0,3,"Swimming Pool, Lift, Security, Parking, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Club house, Playground, Air-Cond, Cooking Allowed, Near MRT",Dubai - Nakhlat Deira,KL Traders Square Residences,850.0,Service Residence
12341,Dubai,,Fully Furnished,1716.0,2.0,2.0,2,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Trade Centre 1,The Leafz,1025.0,Service Residence
13990,Dubai,1996.0,Fully Furnished,1638.0,2.0,1.0,2,"Parking, Squash Court, Playground, Swimming Pool, Gymnasium, Barbeque area, Sauna, Security, Minimart, Tennis Court, Air-Cond, Cooking Allowed, Washing Machine, Internet",Dubai - Umm Al Sheif,Danau Permai,685.0,Condominium
4856,Abu Dhabi,,Not Furnished,663.0,2.0,1.0,3.0,Cooking Allowed,Abu Dhabi - Al Fagaa,Laguna Biru,850.0,Apartment
4823,Abu Dhabi,2008.0,Partially Furnished,1092.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Yufrah,Aman Heights,1245.0,Condominium
2213,Abu Dhabi,2004.0,Fully Furnished,780.0,1.0,1.0,1.0,"Security, Minimart, Playground, Parking, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Yufrah,Vista Impiana,465.0,Condominium
417,Abu Dhabi,,Fully Furnished,1014.0,2.0,2.0,3.0,"Parking, Swimming Pool, Gymnasium, Playground, Squash Court, Lift, Security, Minimart, Sauna, Jogging Track, Barbeque area, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Rowaiyah,BSP Skypark Serviced Residence,1004.0,Service Residence
18315,Dubai,,Partially Furnished,936.0,2.0,,3,,Dubai - Al Rigga,Residensi Razakmas,800.0,Apartment
10131,Dubai,2016.0,Fully Furnished,2106.0,2.0,2.0,3,"Jogging Track, Security, Swimming Pool, Playground, Gymnasium, Parking, Lift, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Souk Al Kabir,8 Kinrara,1096.0,Service Residence
5127,Abu Dhabi,,Fully Furnished,1326.0,2.0,2.0,2.0,"Parking, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Security, Lift, Minimart, Air-Cond, Cooking Allowed, Washing Machine, Near MRT",Abu Dhabi - Al Yufrah,3 Elements,752.0,Service Residence
